id,ner_tags,tokens
10,"['B-MISC', 'O', 'O', 'B-PER', 'I-PER', 'I-PER', 'O', 'B-PER', 'O', 'O', 'O', 'B-ORG', 'I-ORG', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['اسپانیایی', 'وزیر', 'مزرعه', 'لویولا', 'دی', 'پالاسیو', 'قبلاً', 'فیشلر', 'را', 'در', 'جلسه', 'اتحادیه', 'اروپا', 'وزرای', 'مزرعه', 'متهم', 'کرده', 'بود', 'که', 'از', 'طریق', '""تعمیم', 'خطرناک""', 'هشدار', 'غیرموجهی', 'ایجاد', 'کرده', 'است.']"
11,['O'],['.']
12,"['O', 'B-LOC', 'O', 'B-LOC', 'O', 'O', 'B-PER', 'O', 'O']","['فقط', 'فرانسه', 'و', 'بریتانیا', 'از', 'پیشنهاد', 'فیشلر', 'حمایت', 'کردند.']"
13,"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-ORG', 'I-ORG', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['کمیته', 'های', 'علمی', 'دامپزشکی', 'و', 'چند', 'رشته', 'ای', 'اتحادیه', 'اروپا', 'قرار', 'است', 'این', 'موضوع', 'را', 'در', 'اوایل', 'ماه', 'آینده', 'مجددا', 'بررسی', 'کنند', 'و', 'توصیه', 'هایی', 'را', 'به', 'مقامات', 'ارشد', 'دامپزشکی', 'ارائه', 'کنند.']"
14,"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-MISC', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['گوسفندها', 'مدت\u200cهاست', 'که', 'به', 'بیماری', 'اسکرپی', 'مبتلا', 'می\u200cشوند،', 'یک', 'بیماری', 'تحلیل\u200cبرنده', 'مغزی', 'مشابه', 'BSE', 'که', 'اعتقاد', 'بر', 'این', 'است', 'که', 'از', 'طریق', 'خوراک', 'حاوی', 'فضولات', 'حیوانی', 'به', 'گاو', 'منتقل', 'شده', 'است.']"
15,"['B-MISC', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-MISC', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-MISC', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-LOC', 'O', 'O', 'O']","['بریتانیایی', 'کشاورزان', 'روز', 'پنجشنبه', 'هرگونه', 'خطری', 'برای', 'سلامت', 'انسان', 'از', 'جانب', 'گوسفندان', 'خود', 'را', 'انکار', 'کردند،', 'اما', 'ابراز', 'نگرانی', 'کردند', 'که', 'آلمانی', 'توصیه', 'دولت', 'به', 'مصرف', 'کنندگان', 'برای', 'اجتناب', 'از', 'بریتانیایی', 'بره', 'ممکن', 'است', 'بر', 'مصرف', 'کنندگان', 'در', 'اروپا', 'تأثیر', 'بگذارد.', '.']"
18,"['B-LOC', 'O', 'O', 'O', 'B-LOC', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['آلمان', '47600', 'گوسفند', 'از', 'بریتانیا', 'در', 'سال', 'گذشته', 'وارد', 'کرد', 'که', 'تقریباً', 'نیمی', 'از', 'کل', 'واردات', 'است.']"
19,"['O', 'O', 'O', 'O', 'B-MISC', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['این', 'کشور', '4275', 'تن', 'بریتانیایی', 'گوشت', 'گوسفند،', 'حدود', '10', 'درصد', 'از', 'کل', 'واردات', 'را', 'به', 'ارمغان', 'آورد.']"
20,"['O', 'O', 'O', 'B-PER', 'O', 'O', 'O', 'O', 'O']","['پیش\u200cنویس', 'آهنگ', 'کمیاب', 'هندریکس', 'تقریباً', '17000', 'دلار', 'فروخته', 'می\u200cشود.']"
21,"['B-LOC', 'O']","['لندن', '1996-08-22']"
22,"['O', 'O', 'O', 'O', 'O', 'B-LOC', 'I-LOC', 'O', 'O', 'B-PER', 'I-PER', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['پیش\u200cنویس', 'دست\u200cنویس', 'اولیه', 'آهنگی', 'از', 'ایالات', 'متحده', 'اسطوره', 'گیتار', 'جیمی', 'هندریکس', 'روز', 'پنجشنبه', 'در', 'حراجی', 'برخی', 'از', 'اموال', 'مورد', 'علاقه', 'این', 'نوازنده', 'فقید', 'به', 'قیمت', 'تقریباً', '17000', 'دلار', 'فروخته', 'شد.']"
23,"['O', 'O', 'B-LOC', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-MISC', 'O', 'O', 'B-PER', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-LOC', 'O', 'O']","['یک', 'رستوران', 'فلوریدا', '10925', 'پوند', '(16935', 'دلار)', 'برای', 'پیش', 'نویس', '«', 'نگفتن', 'پرداخت', 'که', 'هندریکس', 'در', 'اواخر', 'سال', '1966', 'روی', 'یک', 'قطعه', 'از', 'لوازم', 'التحریر', 'هتل', 'لندن', 'نوشته', 'شد.']"
24,"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-MISC', 'O', 'B-LOC', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['در', 'پایان', 'یک', 'کنسرت', 'ژانویه', '1967', 'در', 'انگلیسی', 'شهر', 'ناتینگهام', 'او', 'برگه', 'کاغذ', 'را', 'به', 'بینندگان', 'پرتاب', 'کرد،', 'جایی', 'که', 'توسط', 'یکی', 'از', 'طرفداران', 'بازیابی', 'شد.']"
26,"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-PER', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-MISC', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['آنها', 'شامل', 'یک', 'لاک', 'سیاه', 'و', 'جعبه', 'منبت', 'کاری', 'شده', 'با', 'مروارید', 'بودند', 'که', 'هندریکس', 'برای', 'نگهداری', 'داروهایش', 'استفاده', 'می', 'کرد،', 'که', 'خریدار', 'ناشناس', 'استرالیایی', 'آن', 'را', 'به', 'قیمت', '5060', 'پوند', '(7845', 'دلار)', 'خرید.']"
27,"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['این', 'گیتاریست', 'در', 'سال', '1970', 'در', 'سن', '27', 'سالگی', 'بر', 'اثر', 'مصرف', 'بیش', 'از', 'حد', 'مواد', 'مخدر', 'درگذشت.']"
28,"['B-LOC', 'O', 'B-LOC', 'O', 'O', 'O', 'O', 'O']","['چین', 'می\u200cگوید', 'تایوان', 'جو', 'مذاکرات', 'را', 'خراب', 'می\u200cکند.']"
29,"['B-LOC', 'O']","['پکن', '1996-08-22']"
32,"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-LOC', 'O', 'B-LOC', 'B-PER', 'I-PER', 'O', 'O', 'O', 'O', 'O', 'B-LOC', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['رسانه', 'دولتی', 'به', 'نقل', 'از', 'مذاکره', 'کننده', 'ارشد', 'چین', 'با', 'تایپه', 'تانگ', 'شوبی', 'به', 'یک', 'گروه', 'بازدیدکننده', 'از', 'تایوان', 'در', 'روز', 'چهارشنبه', 'گفت', 'که', 'وقت', 'آن', 'رسیده', 'است', 'که', 'رقبا', 'گفتگوهای', 'سیاسی', 'انجام', 'دهند.']"
33,"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['اکنون', 'زمان', 'آن', 'است', 'که', 'دو', 'طرف', 'وارد', 'گفتگوهای', 'سیاسی', 'شوند...']"
36,"['B-LOC', 'O', 'O', 'O', 'O', 'O', 'B-LOC', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-LOC', 'O', 'O', 'O', 'O', 'B-MISC', 'O', 'O', 'O', 'B-PER', 'I-PER', 'I-PER', 'O', 'O']","['چین', 'که', 'مدتهاست', 'با', 'تمام', 'تلاشهای', 'تایپه', 'برای', 'به', 'رسمیت', 'شناختن', 'بیشتر', 'بین', 'المللی', 'مخالف', 'است،', 'با', 'بازدید', 'اوکراین', 'در', 'این', 'هفته', 'توسط', 'تایوانی', 'معاون', 'رئیس', 'جمهور', 'حق', 'رهن،', 'گرو', 'خشمگین', 'شد.']"
37,"['B-LOC', 'O', 'O', 'O', 'O', 'O', 'O', 'B-LOC', 'O']","['چین', 'می', 'گوید', 'زمان', 'مناسب', 'برای', 'گفتگوهای', 'تایوان', 'است.']"
38,"['B-LOC', 'O']","['پکن', '1996-08-22']"
39,"['B-LOC', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-LOC', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['چین', 'گفته', 'است', 'که', 'زمان', 'گفتگوهای', 'سیاسی', 'با', 'تایوان', 'فرا', 'رسیده', 'است', 'و', 'جزیره', 'رقیب', 'باید', 'گام', 'های', 'عملی', 'در', 'راستای', 'این', 'هدف', 'بردارد.']"
40,"['O', 'O', 'B-ORG', 'I-ORG', 'O', 'O', 'O', 'B-PER', 'I-PER', 'O', 'O', 'B-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['خبرگزاری', 'رسمی', 'شین', 'هوا', 'به', 'نقل', 'از', 'تانگ', 'شوبی', 'معاون', 'اجرایی', 'انجمن', 'روابط', 'در', 'سراسر', 'تنگه', 'تایوان', 'اواخر', 'روز', 'چهارشنبه', 'گفت', 'که', 'باید', 'برای', 'تعیین', 'زمان', 'و', 'قالب', 'مذاکرات', 'رایزنی', 'انجام', 'شود.']"
41,"['B-MISC', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['آلمانی', 'ثبت', 'نام', 'خودرو', 'در', 'جولای', '14.2', 'درصد', 'در', 'سال', 'افزایش', 'یافته', 'است.']"
42,"['B-LOC', 'O']","['فرانکفورت', '1996-08-22']"
43,"['B-MISC', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'O', 'O', 'O']","['آلمانی', 'ثبت', 'نام', 'برای', 'اولین', 'بار', 'وسایل', 'نقلیه', 'موتوری', 'در', 'ژوئیه', 'امسال', 'نسبت', 'به', 'دوره', 'قبل', 'از', 'آن', '14.2', 'درصد', 'افزایش', 'یافت،', 'دفتر', 'فدرال', 'وسایل', 'نقلیه', 'موتوری', 'روز', 'پنجشنبه', 'گفت.']"
44,"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['این', 'دفتر', 'گفت', '356,725', 'خودروی', 'جدید', 'در', 'جولای', '1996', 'ثبت', 'شده', 'است', '--', '304,850', 'خودروی', 'سواری', 'و', '15,613', 'کامیون.']"
45,"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['این', 'ارقام', 'نشان', 'دهنده', 'افزایش', '13.6', 'درصدی', 'برای', 'خودروهای', 'سواری', 'و', 'کاهش', '2.2', 'درصدی', 'برای', 'کامیون', 'ها', 'نسبت', 'به', 'جولای', '1995', 'است.']"
46,"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['ثبت', 'نام', 'موتور', 'دوچرخه', 'در', 'این', 'دوره', '32.7', 'درصد', 'افزایش', 'یافت.']"
47,"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-MISC', 'I-MISC', 'O', 'B-MISC', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['دفتر', 'فدرال', 'گفت', 'که', 'رشد', 'تا', 'حدی', 'به', 'دلیل', 'افزایش', 'تعداد', 'آلمانی', 'ها', 'خرید', 'آلمانی', 'خودرو', 'در', 'خارج', 'از', 'کشور', 'بود،', 'در', 'حالی', 'که', 'سازندگان', 'گفتند', 'که', 'تقاضای', 'داخلی', 'ضعیف', 'است.']"
48,"['O', 'O', 'B-MISC', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['تقریباً', 'همه', 'آلمانی', 'تولیدکنندگان', 'خودرو', 'در', 'این', 'دوره', 'افزایشی', 'را', 'در', 'شماره', 'ثبت', 'ثبت', 'کردند.']"
49,"['B-ORG', 'I-ORG', 'I-ORG', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['فولکس', 'واگن', 'AG', 'برنده', '77719', 'ثبت', 'نام', 'شد', 'که', 'کمی', 'بیشتر', 'از', 'یک', 'چهارم', 'کل', 'ثبت', 'نام', 'شد.']"
50,"['B-ORG', 'I-ORG', 'O', 'O', 'B-ORG', 'I-ORG', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['Opel', 'AG', 'همراه', 'با', 'جنرال', 'موتورز', 'با', '49269', 'ثبت', 'نام،', '16.4', 'درصد', 'از', 'رقم', 'کلی،', 'در', 'جایگاه', 'دوم', 'قرار', 'گرفتند.']"
51,"['O', 'O', 'B-ORG', 'I-ORG', 'I-ORG', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['رتبه', 'سوم', 'آب', 'کم', 'عمق', 'با', '35563', 'ثبت', 'نام', 'یا', '11.7', 'درصد', 'بود.']"
52,"['O', 'B-ORG', 'O', 'B-ORG', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['فقط', 'صندلی', 'و', 'پورشه', 'در', 'تیرماه', '96', 'نسبت', 'به', 'تیر', 'سال', 'گذشته', 'ثبت', 'نام', 'کمتری', 'داشتند.']"
53,"['B-ORG', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['صندلی', '3,420', 'ثبت', 'نام', 'در', 'مقایسه', 'با', '5522', 'ثبت', 'نام', 'در', 'ژوئیه', 'سال', 'گذشته', 'ارسال', 'کرد.']"
54,"['O', 'O', 'O', 'B-ORG', 'O', 'O', 'O', 'O', 'O', 'O']","['ثبت', 'نام', 'های', 'پورشه', 'از', '643', 'به', '554', 'کاهش', 'یافت.']"
55,"['B-MISC', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['یونانی', 'سوسیالیست', 'ها', 'برای', 'انتخابات', 'به', 'نخست', 'وزیر', 'چراغ', 'سبز', 'می', 'دهند.']"
56,"['B-LOC', 'O']","['آتن', '1996-08-22']"
57,"['O', 'O', 'B-PER', 'I-PER', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-MISC', 'O', 'O', 'O', 'O', 'O', 'B-PER', 'I-PER', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['دبیر', 'کل', 'کاستاس', 'اسکاندالیدیس', 'این', 'حزب', 'به', 'خبرنگاران', 'گفت', 'که', 'دفتر', 'اجرایی', 'یونانی', 'حزب', 'سوسیالیست', 'به', 'نخست', 'وزیر', 'کاستاس', 'سیمیتیس', 'برای', 'برگزاری', 'انتخابات', 'زودهنگام', 'چراغ', 'سبز', 'نشان', 'داد.']"
58,"['B-PER', 'O', 'O', 'O', 'O', 'B-PER', 'I-PER', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['اسکندالیدیس', 'گفت', 'که', 'نخست', 'وزیر', 'کاستاس', 'سیمیتیس', 'قرار', 'است', 'پس', 'از', 'جلسه', 'کابینه', 'در', 'اواخر', 'روز', 'پنجشنبه', 'اعلامیه', 'رسمی', 'را', 'اعلام', 'کند.']"
59,"['O', 'B-PER', 'I-PER', 'O', 'B-ORG', 'I-ORG', 'I-ORG', 'O', 'O']","['--', 'دیمیتریس', 'کونتوگیانیس', '،', 'اتاق', 'خبر', 'آتن', '+301', '3311812-4']"
60,"['B-ORG', 'B-MISC', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['BayerVB', 'C$', '100', 'میلیون', 'اوراق', 'قرضه', 'شش', 'ساله', 'تعیین', 'می', 'کند.']"
61,"['B-LOC', 'O']","['لندن', '1996-08-22']"
62,"['O', 'O', 'O', 'O', 'O', 'O', 'B-PER', 'I-PER', 'O', 'O']","['اوراق', 'قرضه', 'زیر', 'توسط', 'مدیر', 'ارشد', 'تورنتو', 'دومینیون', 'اعلام', 'شد.']"
63,"['O', 'O', 'B-ORG', 'I-ORG']","['وام', 'گیرنده', 'BAYERISCHE', 'VEREINSBANK']"
64,"['O', 'B-MISC', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['AMT', 'C$', 'کوپن', '100', 'MLN', '6.625', 'سررسید', '02', 'سپتامبر', '24']"
65,"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['نوع', 'مستقیم', 'ISS', 'قیمت', '100.92', 'تاریخ', 'پرداخت', '24', 'سپتامبر', '96']"
66,"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['FUL', 'FEES', '1.875', 'پیشنهاد', 'مجدد', '99.32', 'SPREAD', '+20', 'BP']"
67,"['O', 'O', 'O', 'O', 'O', 'O', 'O']","['MOODY', 'AA1', 'LISTING', 'LUX', 'PAY', 'FREQ', '=']"
68,"['B-ORG', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-LOC', 'I-LOC', 'O', 'B-LOC', 'O', 'B-LOC']","['S&P', '=', 'DENOMS', '(', 'K', ')', '1-10-100', 'محدودیت', 'فروش', 'ایالات', 'متحده', '/', 'انگلستان', '/', 'CA']"
69,"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['NEG', 'PLG', 'NO', 'CRS', 'DEFLT', 'NO', 'FORCE', 'MAJ', '=']"
70,"['O', 'O', 'B-MISC', 'O', 'O', 'O', 'O', 'O']","['قانون', 'دولت', 'آلمانی', 'خانه', 'CTRY', '=', 'استانداردهای', 'مالیاتی']"
71,"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['MGT', '/', 'UND', '0.275', 'SELL', 'CONC', '1.60', 'PRAECIP', '=']"
72,"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['اوراق', 'قرضه', 'دولتی', 'اساسی', '7.0', 'PCT', 'سپتامبر', '2001']"
73,"['O', 'O', 'B-ORG', 'I-ORG', 'O', 'O', 'O', 'O']","['یادداشت', 'ها', 'BAYERISCHE', 'VEREINSBANK', 'مدیر', 'ارشد', 'مشترک', 'است']"
74,"['O', 'B-ORG', 'I-ORG', 'I-ORG', 'O', 'O', 'O', 'O']","['--', 'اتاق', 'خبر', 'لندن', '+44', '171', '542', '7658']"
75,"['B-ORG', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['ونانتیوس', 'مبلغ', '300', 'میلیون', 'دلار', 'در', 'ژانویه', '1999', 'FRN', 'تعیین', 'می', 'کند.']"
76,"['B-LOC', 'O']","['لندن', '1996-08-22']"
77,"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-ORG', 'I-ORG', 'I-ORG', 'O', 'O']","['موضوع', 'نرخ', 'شناور', 'زیر', 'توسط', 'مدیر', 'ارشد', 'Lehman', 'Brothers', 'International', 'اعلام', 'شد.']"
78,"['O', 'O', 'B-ORG', 'I-ORG', 'O', 'B-MISC', 'O', 'O', 'O', 'O', 'O']","['وام', 'گیرنده', 'VENANTIUS', 'AB', '(', 'سوئدی', 'آژانس', 'وام', 'مسکن', 'ملی', ')']"
79,"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['AMT', '$', '300', 'MLN', 'SPRED', '-', '12.5', 'BP', 'MATURITY', '21', 'ژانویه', '99']"
80,"['O', 'O', 'O', 'O', 'O', 'B-ORG', 'O', 'O', 'O', 'O']","['BASE', 'FRN', 'را', 'تایپ', 'کنید', '3M', 'تاریخ', 'پرداخت', 'LIBOR', 'S23.Sep.96']"
81,"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['LAST', 'MOODY', 'AA3', 'ISS', 'قیمت', '99.956', 'هزینه', 'کامل', '10', 'BP']"
82,"['O', 'B-ORG', 'O', 'O', 'O', 'O']","['آخرین', 'S&P', 'پیشنهاد', 'مجدد', 'AA+', '=']"
83,"['O', 'O', 'O', 'O', 'O']","['یادداشت', 'ها', 'کوپن', 'اول', 'کوتاه']"
84,"['O', 'B-LOC', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-LOC', 'I-LOC', 'O', 'B-LOC', 'O', 'B-LOC', 'O', 'B-LOC']","['فهرست', 'لندن', 'نامهای', '(', 'K', ')', '1-10-100', 'محدودیت', 'فروش', 'ایالات', 'متحده', '/', 'انگلستان', '/', 'JP', '/', 'FR']"
